"description","amount","unit","kCalories","protein","carbohydrates","fat","vitA","vitB1","vitB2","vitB3","vitB5","vitB6","vitB9","vitB12","vitC","vitD","vitE","vitK","choline","calcium","copper","iron","magnesium","manganese","phosphorus","potassium","selenium","sodium","zinc","water","fiber","cholesterol","saturatedFat","monoUnsaturatedFat","polyUnsaturatedFat","glycemicIndex","comments",
"Albaricoques, secos",100,"gr","268.71","3.4","62.6","0.5","3.604,0","15.0","74.0","2.589,0","516.0","143.0","10.0","0.0","1.000,0","0.0","4.330,0","3.1","13.900,0","55.000,0","343.0","2.660,0","32.000,0","235.0","71.000,0","1.162.000,0","2.2","10.000,0","390.0","30.9","7.3","0.0","0.0","0.1","0.1","53.4","31.0",0,"abrikozen, gedroogd"
"alforfón",100,"gr","369.60","13.3","71.5","3.4","0.0","101.0","425.0","7.020,0","1.233,0","210.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","18.000,0","1.100,0","2.200,0","231.000,0","1.300,0","347.000,0","460.000,0","8.3","1.000,0","2.400,0","9.8","10.0","0.0","0.7","1.0","1.0","0.0","53.0",0,"boekweit"
"Almendras",100,"gr","616.34","21.2","21.7","49.4","1.0","211.0","1.014,0","3.385,0","469.0","143.0","50.0","0.0","0.0","0.0","26.220,0","0.0","52.100,0","264.000,0","996.0","3.720,0","268.000,0","2.285,0","484.000,0","705.000,0","2.5","1.000,0","3.080,0","4.7","12.2","0.0","3.7","30.9","12.1","3.9","15.0","Great source of vitamine E","amandelen"
"almidón de maíz ceroso",100,"gr","352.00","0.0","88.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","80.0",0,"waxy maize starch"
"Aminoácidos, BCAA's",100,"gr","400.00","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Branched chain amino acids","aminozuren, BCAA's"
"Aminoácidos, EAA",100,"gr","400.00","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Essential amino acids","aminozuren, EAA's"
"anacardos",100,"gr","588.29","18.2","30.2","43.9","0.0","423.0","58.0","1.062,0","864.0","417.0","25.0","0.0","500.0","0.0","900.0","34.1","0.0","37.000,0","2.195,0","6.680,0","292.000,0","1.655,0","593.000,0","660.000,0","19.9","12.000,0","5.780,0","5.2","3.3","0.0","7.8","23.8","7.8","5.9","25.0","Great source of iron","cashewnoten"
"ancas de rana",100,"gr","68.30","16.4","0.0","0.3","50.0","140.0","250.0","1.200,0","0.0","120.0","15.0","0.4","0.0","8.0","1.000,0","0.1","65.000,0","18.000,0","250.0","1.500,0","20.000,0","0.0","147.000,0","285.000,0","14.1","58.000,0","1.000,0","81.9","0.0","50.0","0.1","0.1","0.1","0.0","0.0",0,"kikkerbilletjes"
"arándanos",100,"gr","63.89","0.7","14.5","0.3","54.0","37.0","41.0","418.0","124.0","52.0","6.0","0.0","9.700,0","0.0","570.0","19.3","6.000,0","6.000,0","57.0","280.0","6.000,0","336.0","12.000,0","77.000,0","0.1","1.000,0","160.0","84.2","2.4","0.0","0.0","0.0","0.1","10.0","53.0",0,"blauwe bes (bosbes)"
"arenque",100,"gr","153.20","18.0","0.0","9.0","93.0","92.0","233.0","3.217,0","645.0","302.0","10.0","13.7","700.0","167.0","1.070,0","0.1","65.000,0","57.000,0","92.0","1.100,0","32.000,0","35.0","236.000,0","327.000,0","36.5","90.000,0","990.0","72.1","0.0","60.0","2.0","3.7","2.1","0.0","0.0",0,"haring"
"arroz, blanco, de grano corto",100,"gr","347.28","6.5","79.2","0.5","0.0","70.0","48.0","1.600,0","1.287,0","171.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","3.000,0","210.0","800.0","23.000,0","1.037,0","95.000,0","76.000,0","0.0","1.000,0","1.100,0","13.3","0.0","0.0","0.1","0.2","0.1","0.0","62.0",0,"rijst, wit, korte korrel"
"arroz, blanco, de grano medio",100,"gr","349.02","6.6","79.3","0.6","0.0","70.0","48.0","1.600,0","1.342,0","145.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","9.000,0","110.0","800.0","35.000,0","1.100,0","108.000,0","86.000,0","0.0","1.000,0","1.160,0","12.9","0.0","0.0","0.2","0.2","0.2","0.0","70.0",0,"rijst, wit, medium korrel"
"arroz, blanco, grano largo",100,"gr","354.26","7.1","80.0","0.7","0.0","70.0","49.0","1.600,0","1.014,0","164.0","8.0","0.0","0.0","0.0","110.0","0.1","5.800,0","28.000,0","220.0","800.0","25.000,0","1.088,0","115.000,0","115.000,0","15.1","5.000,0","1.090,0","11.6","1.3","0.0","0.2","0.2","0.2","0.1","58.0",0,"rijst, wit, lange korrel"
"arroz, marrón, de grano largo",100,"gr","367.00","7.9","77.2","2.9","0.0","401.0","93.0","5.091,0","1.493,0","509.0","20.0","0.0","0.0","0.0","1.200,0","1.9","30.700,0","23.000,0","277.0","1.470,0","143.000,0","3.743,0","333.000,0","223.000,0","23.4","7.000,0","2.020,0","10.4","3.5","0.0","0.6","1.1","1.0","0.9","55.0",0,"rijst, bruin, lange korrel"
"atún, atún rojo",100,"gr","137.42","23.3","0.0","4.9","2.183,0","241.0","251.0","8.654,0","1.054,0","455.0","2.0","9.4","0.0","227.0","1.000,0","0.0","65.000,0","8.000,0","86.0","1.020,0","50.000,0","15.0","254.000,0","252.000,0","36.5","39.000,0","600.0","68.1","0.0","38.0","1.3","1.6","1.4","0.0","0.0",0,"tonijn, blauwvin"
"atún, el atún aleta amarilla",100,"gr","102.07","23.4","0.0","1.0","60.0","434.0","47.0","9.800,0","750.0","900.0","2.0","0.5","1.000,0","44.0","500.0","0.1","65.000,0","16.000,0","64.0","730.0","50.000,0","15.0","191.000,0","444.000,0","36.5","37.000,0","520.0","71.0","0.0","45.0","0.2","0.2","0.3","0.0","0.0",0,"tonijn, geelvin"
"atún, enlatado en agua",100,"gr","121.21","23.6","0.0","3.0","19.0","8.0","44.0","5.799,0","124.0","217.0","2.0","1.2","0.0","0.0","0.0","0.0","0.0","14.000,0","39.0","970.0","33.000,0","19.0","217.000,0","237.000,0","65.7","50.000,0","480.0","74.0","0.0","42.0","0.8","0.8","1.1","0.0","0.0",0,"tonijn, blik in eigen nat"
"avellanas)",100,"gr","673.35","15.0","16.7","60.8","20.0","643.0","113.0","1.800,0","918.0","563.0","113.0","0.0","6.300,0","0.0","15.030,0","14.2","45.600,0","114.000,0","1.725,0","4.700,0","163.000,0","6.175,0","290.000,0","680.000,0","2.4","0.0","2.450,0","5.3","9.7","0.0","4.5","45.7","7.9","4.3","15.0",0,"hazelnoten"
"avena",100,"gr","394.74","16.9","66.3","6.9","0.0","763.0","139.0","961.0","1.349,0","119.0","56.0","0.0","0.0","0.0","1.090,0","0.0","0.0","54.000,0","626.0","4.720,0","177.000,0","4.916,0","523.000,0","429.000,0","0.0","2.000,0","3.970,0","8.2","10.6","0.0","1.2","2.2","2.5","0.0","60.0","Great source of carbohydrates with low glycemic index","haver"
"avena, polvo fino",100,"gr","387.90","8.5","70.7","7.9","0.0","692.0","125.0","1.474,0","201.0","125.0","32.0","0.0","0.0","0.0","700.0","3.0","0.0","55.000,0","437.0","4.000,0","144.000,0","4.019,0","452.000,0","371.000,0","34.0","30.000,0","3.200,0","2.8","8.8","0.0","1.3","3.3","3.3","0.8","65.0","Great source of carbohydrates with low glycemic index; great to add to your shake","haver, fijn poeder"
"azúcar, café",100,"gr","392.84","0.1","98.1","0.0","0.0","0.0","0.0","110.0","132.0","41.0","1.0","0.0","0.0","0.0","0.0","0.0","2.300,0","83.000,0","47.0","710.0","9.000,0","64.0","4.000,0","133.000,0","1.2","28.000,0","30.0","1.3","0.0","0.0","0.0","0.0","0.0","97.0","60.0",0,"suiker, bruine"
"azúcar, de mesa (sacarosa)",100,"gr","399.92","0.0","100.0","0.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.000,0","7.0","50.0","0.0","4.0","0.0","2.000,0","0.6","1.000,0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","99.8","63.0",0,"suiker, tafel (sucrose)"
"azúcar, polvo",100,"gr","399.08","0.0","99.8","0.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.000,0","7.0","60.0","0.0","4.0","0.0","2.000,0","0.6","2.000,0","10.0","0.2","0.0","0.0","0.0","0.0","0.0","97.8","66.0",0,"bloemsuiker"
"bacalao",100,"gr","77.27","17.8","0.0","0.7","40.0","76.0","65.0","2.063,0","153.0","245.0","7.0","0.9","1.000,0","36.0","640.0","0.1","65.200,0","16.000,0","28.0","380.0","32.000,0","15.0","203.000,0","413.000,0","33.1","54.000,0","450.0","81.2","0.0","43.0","0.1","0.1","0.2","0.0","0.0",0,"kabeljauw"
"Berengena",100,"gr","28.55","1.0","5.7","0.2","27.0","39.0","37.0","649.0","281.0","84.0","22.0","0.0","2.200,0","0.0","300.0","3.5","6.900,0","9.000,0","82.0","240.0","14.000,0","250.0","25.000,0","230.000,0","0.3","2.000,0","160.0","92.4","3.4","0.0","0.0","0.0","0.1","2.4","20.0",0,"aubergine"
"berenjena (berenjena)",100,"gr","28.55","1.0","5.7","0.2","27.0","39.0","37.0","649.0","281.0","84.0","22.0","0.0","2.200,0","0.0","300.0","3.5","6.900,0","9.000,0","82.0","240.0","14.000,0","250.0","25.000,0","230.000,0","0.3","2.000,0","160.0","92.4","3.4","0.0","0.0","0.0","0.1","2.4","20.0",0,"aubergine"
"Brinta clásico (harina integral de trigo en grano)",100,"gr","322.90","11.0","65.0","2.1","9.0","447.0","215.0","6.365,0","1.008,0","341.0","44.0","0.0","0.0","0.0","820.0","1.9","31.200,0","34.000,0","382.0","3.880,0","138.000,0","3.799,0","346.000,0","405.000,0","70.7","200.000,0","2.930,0","10.3","10.5","0.0","0.5","0.4","1.2","4.0","50.0",0,"Brinta classic"
"brócoli",100,"gr","41.17","2.8","6.6","0.4","623.0","71.0","117.0","639.0","573.0","175.0","63.0","0.0","89.200,0","0.0","780.0","101.6","18.700,0","47.000,0","49.0","730.0","21.000,0","210.0","66.000,0","316.000,0","2.5","33.000,0","410.0","89.3","2.6","0.0","0.0","0.0","0.0","1.7","15.0",0,"broccoli"
"brownies",100,"gr","421.50","4.8","63.9","16.3","69.0","255.0","210.0","1.721,0","547.0","35.0","47.0","0.1","0.0","0.0","150.0","6.5","10.000,0","29.000,0","224.0","2.250,0","31.000,0","128.0","101.000,0","149.000,0","6.3","312.000,0","720.0","13.6","2.1","17.0","4.2","9.0","2.3","36.6","43.0",0,"brownies"
"caballa",100,"gr","199.41","18.6","0.0","13.9","167.0","176.0","312.0","9.080,0","856.0","399.0","1.0","8.7","400.0","643.0","1.520,0","5.0","65.000,0","12.000,0","73.0","1.630,0","76.000,0","15.0","217.000,0","314.000,0","44.1","90.000,0","630.0","63.6","0.0","70.0","3.3","5.5","3.4","0.0","0.0",0,"makreel"
"caballo, delgado",100,"gr","126.96","21.4","0.0","4.6","0.0","130.0","100.0","4.600,0","0.0","380.0","0.0","3.0","1.000,0","0.0","0.0","0.0","0.0","6.000,0","144.0","3.820,0","24.000,0","19.0","221.000,0","360.000,0","10.1","53.000,0","2.900,0","72.6","0.0","52.0","1.4","1.6","0.7","0.0","0.0",0,"paardevlees, mager"
"cacao en polvo",100,"gr","433.30","19.6","57.9","13.7","0.0","78.0","241.0","2.185,0","254.0","118.0","32.0","0.0","0.0","0.0","100.0","2.5","12.000,0","128.000,0","3.788,0","13.860,0","499.000,0","3.837,0","734.000,0","1.524.000,0","14.3","21.000,0","6.810,0","3.0","33.2","0.0","8.1","4.6","0.4","1.8","20.0",0,"cacaopoeder"
"calabaza",100,"gr","30.90","1.0","6.5","0.1","7.384,0","50.0","110.0","600.0","298.0","61.0","16.0","0.0","9.000,0","0.0","1.060,0","1.1","8.200,0","21.000,0","127.0","800.0","12.000,0","125.0","44.000,0","340.000,0","0.3","1.000,0","320.0","91.6","0.5","0.0","0.1","0.0","0.0","1.4","70.0",0,"pompoen"
"calabaza de verano",100,"gr","19.86","1.2","3.4","0.2","200.0","48.0","142.0","487.0","155.0","218.0","29.0","0.0","17.000,0","0.0","120.0","3.0","6.700,0","15.000,0","51.0","350.0","17.000,0","175.0","38.000,0","262.000,0","0.2","2.000,0","290.0","94.6","1.1","0.0","0.0","0.0","0.1","2.2","15.0",0,"pompoen"
"calamar (Inkfish, sepia)",100,"gr","87.06","15.6","3.1","1.4","33.0","20.0","412.0","2.175,0","500.0","56.0","5.0","1.3","4.700,0","0.0","1.200,0","0.0","65.000,0","32.000,0","1.891,0","680.0","33.000,0","35.0","221.000,0","246.000,0","44.8","44.000,0","1.530,0","78.6","0.0","233.0","0.4","0.1","0.5","0.0","0.0",0,"inktvis"
"calamar, frito (Inkfish, sepia)",100,"gr","170.24","17.9","7.8","7.5","35.0","56.0","458.0","2.602,0","510.0","58.0","14.0","1.2","4.200,0","0.0","0.0","0.0","0.0","39.000,0","2.114,0","1.010,0","38.000,0","70.0","251.000,0","279.000,0","51.8","306.000,0","1.740,0","64.5","0.0","260.0","1.9","2.7","2.1","0.0","20.0",0,"inktvis, gefrituurd"
"camarones",100,"gr","100.45","20.3","0.9","1.7","180.0","28.0","34.0","2.552,0","276.0","104.0","3.0","1.2","2.000,0","0.0","1.100,0","0.0","80.900,0","52.000,0","264.0","2.410,0","37.000,0","50.0","205.000,0","185.000,0","38.0","148.000,0","1.110,0","75.9","0.0","152.0","0.3","0.3","0.7","0.0","0.0","Cholesterol: 152 mg","garnalen"
"camote",100,"gr","87.21","1.6","20.1","0.1","14.187,0","78.0","61.0","557.0","800.0","209.0","11.0","0.0","2.400,0","0.0","260.0","1.8","12.300,0","30.000,0","151.0","610.0","25.000,0","258.0","47.000,0","337.000,0","0.6","55.000,0","300.0","77.3","3.0","0.0","0.0","0.0","0.0","4.2","61.0",0,"zoete aardappel"
"cangrejo",100,"gr","82.12","18.1","0.0","1.1","5.0","80.0","40.0","2.700,0","350.0","150.0","44.0","9.0","3.000,0","0.0","0.0","0.0","0.0","89.000,0","669.0","740.0","34.000,0","150.0","229.000,0","329.000,0","37.4","293.000,0","3.540,0","79.0","0.0","78.0","0.2","0.2","0.4","0.0","0.0",0,"krab"
"carne de cerdo, pierna (jamón), magra",100,"gr","130.61","20.5","0.0","5.4","6.0","875.0","228.0","5.338,0","805.0","500.0","9.0","0.7","900.0","23.0","170.0","0.0","72.300,0","6.000,0","75.0","1.010,0","25.000,0","29.0","229.000,0","369.000,0","35.4","55.000,0","2.270,0","72.9","0.0","68.0","1.9","2.4","0.6","0.0","0.0",0,"varkens, ham, mager"
"carne de res, en rodajas",100,"gr","169.84","28.1","5.7","3.8","0.0","80.0","190.0","5.270,0","590.0","340.0","11.0","2.6","0.0","3.0","0.0","0.0","83.400,0","11.000,0","34.0","2.700,0","19.000,0","38.0","168.000,0","429.000,0","28.2","1.439.000,0","3.980,0","58.1","0.0","41.0","1.7","1.7","0.2","0.0","0.0",0,"rundsvlees, plakjes"
"carne de res, magra",100,"gr","135.51","21.6","0.0","5.5","0.0","66.0","108.0","6.683,0","638.0","604.0","13.0","1.1","0.0","0.0","300.0","1.2","90.100,0","24.000,0","73.0","1.570,0","23.000,0","13.0","202.000,0","340.000,0","26.4","55.000,0","3.940,0","72.1","0.0","33.0","2.1","2.0","0.2","0.0","0.0",0,"rundsvlees, mager"
"caseína / leche, aislar",100,"gr","374.10","88.0","1.7","1.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.250.000,0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.6","0.1","1.7","0.0","Slow absorbing source of protein (7 hours)","case‹ne/melk, isolaat"
"caseína / leche, concentrar",100,"gr","375.10","83.0","4.7","2.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.070.000,0","0.0","0.0","0.0","0.0","0.0","370.000,0","0.0","110.000,0","0.0","0.0","0.0","0.0","1.3","0.9","0.1","4.7","10.0","Slow absorbing source of protein (7 hours)","case‹ne/melk, concentraat"
"castaño",100,"gr","194.45","1.6","44.2","1.3","26.0","144.0","16.0","1.102,0","476.0","352.0","58.0","0.0","40.200,0","0.0","0.0","0.0","0.0","19.000,0","418.0","940.0","30.000,0","336.0","38.000,0","484.000,0","0.0","2.000,0","490.0","52.0","0.0","0.0","0.2","0.4","0.5","0.0","60.0",0,"kastanje"
"cebada",100,"gr","360.96","9.9","77.7","1.2","22.0","191.0","114.0","4.604,0","282.0","260.0","23.0","0.0","0.0","0.0","20.0","2.2","37.800,0","29.000,0","420.0","2.500,0","79.000,0","1.322,0","221.000,0","280.000,0","37.7","9.000,0","2.130,0","10.1","15.6","0.0","0.2","0.1","0.6","0.8","30.0",0,"gerst"
"cebollas",100,"gr","42.66","1.1","9.3","0.1","2.0","46.0","27.0","116.0","123.0","120.0","19.0","0.0","7.400,0","0.0","20.0","0.4","6.100,0","23.000,0","39.0","210.0","10.000,0","129.0","29.000,0","146.000,0","0.5","4.000,0","170.0","89.1","1.7","0.0","0.0","0.0","0.0","4.2","15.0",0,"uien"
"cecina (merienda)",100,"gr","152.90","31.1","2.8","1.9","0.0","65.0","163.0","5.164,0","566.0","386.0","10.0","1.6","0.0","1.0","380.0","1.3","0.0","8.000,0","74.0","2.420,0","19.000,0","17.0","181.000,0","235.000,0","32.4","2.790.000,0","4.930,0","53.8","0.0","79.0","1.0","0.8","0.1","2.7","0.0","Great protein snack. High in sodium.","beef jerkey (snack)"
"centeno",100,"gr","359.47","10.3","75.9","1.6","11.0","316.0","251.0","4.270,0","1.456,0","294.0","38.0","0.0","0.0","0.0","850.0","5.9","30.400,0","24.000,0","367.0","2.630,0","110.000,0","2.577,0","332.000,0","510.000,0","13.9","2.000,0","2.650,0","10.6","15.1","0.0","0.2","0.2","0.8","1.0","34.0",0,"rogge"
"cerdo, tocino",100,"gr","454.40","11.6","0.7","45.0","37.0","281.0","113.0","3.828,0","520.0","210.0","2.0","0.7","0.0","63.0","270.0","0.0","46.600,0","6.000,0","70.0","480.0","12.000,0","22.0","188.000,0","208.000,0","20.2","833.000,0","1.170,0","40.2","0.0","68.0","15.0","20.0","4.8","0.0","0.0",0,"varkensvlees, spek"
"cerezas, dulce",100,"gr","70.08","1.1","16.0","0.2","64.0","27.0","33.0","154.0","199.0","49.0","4.0","0.0","7.000,0","0.0","70.0","2.1","6.100,0","13.000,0","60.0","360.0","11.000,0","70.0","21.000,0","222.000,0","0.0","0.0","70.0","82.3","2.1","0.0","0.0","0.0","0.1","12.8","63.0",0,"kersen"
"cerezas, guindas",100,"gr","55.42","1.0","12.2","0.3","1.283,0","30.0","40.0","400.0","143.0","44.0","8.0","0.0","10.000,0","0.0","70.0","2.1","6.100,0","16.000,0","104.0","320.0","9.000,0","112.0","15.000,0","173.000,0","0.0","3.000,0","100.0","86.1","1.6","0.0","0.1","0.1","0.1","8.5","22.0",0,"krieken"
"cerezas, guindas, en conserva",100,"gr","81.06","0.7","19.3","0.1","726.0","16.0","39.0","170.0","105.0","44.0","8.0","0.0","2.000,0","0.0","0.0","0.0","0.0","10.000,0","68.0","1.320,0","6.000,0","73.0","10.000,0","95.000,0","0.0","7.000,0","70.0","79.6","0.8","0.0","0.0","0.0","0.0","0.0","41.0",0,"krieken, ingeblikt"
"chalotes",100,"gr","78.10","2.5","16.8","0.1","1.190,0","60.0","20.0","200.0","290.0","345.0","34.0","0.0","8.000,0","0.0","0.0","0.0","0.0","37.000,0","88.0","1.200,0","21.000,0","292.0","60.000,0","334.000,0","1.2","12.000,0","400.0","79.8","0.0","0.0","0.0","0.0","0.0","0.0","15.0",0,"sjalotten"
"chícharos",100,"gr","350.12","24.6","60.4","1.2","149.0","726.0","215.0","2.889,0","1.758,0","174.0","274.0","0.0","1.800,0","0.0","90.0","14.5","95.500,0","55.000,0","866.0","4.430,0","115.000,0","1.391,0","366.000,0","981.000,0","1.6","15.000,0","3.010,0","11.3","25.5","0.0","0.2","0.2","0.5","8.0","43.0",0,"erwten"
"chocolate Special K de Kellogg (cereales)",100,"gr","407.07","5.7","83.3","5.7","2.419,0","1.694,0","1.919,0","22.581,0","551.0","2.258,0","452.0","6.8","67.700,0","129.0","260.0","1.2","14.400,0","41.000,0","200.0","26.130,0","46.000,0","1.169,0","127.000,0","242.000,0","18.2","581.000,0","1.160,0","3.0","3.4","4.0","4.9","0.1","0.1","30.3","69.0","Great source of vitamins and minerals but also contains lots of sugar","Kellogg's Special K chocolade"
"chocolate, blanco",100,"gr","549.25","5.9","59.2","32.1","30.0","63.0","282.0","745.0","608.0","56.0","7.0","0.6","500.0","0.0","960.0","9.1","29.500,0","199.000,0","60.0","240.0","12.000,0","8.0","176.000,0","286.000,0","4.5","90.000,0","740.0","1.3","0.2","21.0","19.4","9.1","1.0","59.0","44.0",0,"chocolade, wit"
"chocolate, leche",100,"gr","334.90","1.7","80.9","0.5","195.0","112.0","298.0","386.0","472.0","36.0","12.0","0.8","0.0","0.0","510.0","5.7","46.100,0","189.000,0","491.0","2.350,0","63.000,0","471.0","208.000,0","372.000,0","4.5","79.000,0","2.300,0","1.5","3.4","23.0","18.5","7.2","1.4","51.5","40.0",0,"chocolade, bruin"
"chocolate, oscuro, 45-59% de cacao",100,"gr","545.72","4.9","61.2","31.3","50.0","25.0","50.0","725.0","297.0","42.0","0.0","0.2","0.0","0.0","540.0","8.1","0.0","56.000,0","1.028,0","8.020,0","146.000,0","1.419,0","206.000,0","559.000,0","3.0","24.000,0","2.010,0","1.0","7.0","8.0","18.5","9.5","1.1","47.9","30.0",0,"chocolade, zwart, 45-59% cacao"
"chocolate, oscuro, 60-69% de cacao",100,"gr","578.95","6.1","52.4","38.3","50.0","32.0","49.0","838.0","300.0","34.0","0.0","0.2","0.0","0.0","590.0","7.2","0.0","62.000,0","1.248,0","6.320,0","176.000,0","1.325,0","260.000,0","567.000,0","8.4","10.000,0","2.650,0","1.3","8.0","6.0","22.0","11.5","1.2","36.7","30.0",0,"chocolade, zwart, 60-69% cacao"
"chocolate, oscuro, 70-85% de cacao",100,"gr","598.43","7.8","45.9","42.6","39.0","34.0","78.0","1.054,0","418.0","38.0","0.0","0.3","0.0","0.0","590.0","7.3","0.0","73.000,0","1.766,0","11.900,0","228.000,0","1.948,0","308.000,0","715.000,0","6.8","20.000,0","3.310,0","1.4","10.9","3.0","24.5","12.8","1.3","24.0","30.0",0,"chocolade, zwart, 70-85% cacao"
"ciervos, delgado",100,"gr","113.62","23.0","0.0","2.4","0.0","220.0","480.0","6.370,0","0.0","370.0","4.0","6.3","0.0","0.0","200.0","1.1","0.0","5.000,0","253.0","3.400,0","23.000,0","41.0","202.000,0","318.000,0","9.7","51.000,0","2.090,0","73.6","0.0","85.0","1.0","0.7","0.5","0.0","0.0",0,"hert, mager"
"ciruelas",100,"gr","51.00","0.7","11.4","0.3","345.0","28.0","26.0","417.0","135.0","29.0","5.0","0.0","9.500,0","0.0","260.0","6.4","1.900,0","6.000,0","57.0","170.0","7.000,0","52.0","16.000,0","157.000,0","0.0","0.0","100.0","87.2","1.4","0.0","0.0","0.1","0.0","9.9","39.0",0,"pruimen"
"ciruelas, secas",100,"gr","267.66","2.2","63.9","0.4","781.0","51.0","186.0","1.882,0","422.0","205.0","4.0","0.0","600.0","0.0","430.0","59.5","10.100,0","43.000,0","281.0","930.0","41.000,0","299.0","69.000,0","732.000,0","0.3","2.000,0","440.0","30.9","7.1","0.0","0.1","0.1","0.1","38.1","40.0",0,"pruimen, gedroogd"
"clara",100,"gr","48.05","10.9","0.7","0.2","0.0","4.0","439.0","105.0","190.0","5.0","4.0","0.1","0.0","0.0","0.0","0.0","1.100,0","7.000,0","23.0","80.0","11.000,0","11.0","15.000,0","163.000,0","20.0","166.000,0","30.0","87.6","0.0","0.0","0.0","0.0","0.0","0.7","0.0",0,"eiwit"
"coco",100,"gr","375.65","3.3","15.2","33.5","0.0","66.0","20.0","540.0","300.0","54.0","26.0","0.0","3.300,0","0.0","240.0","0.2","12.100,0","14.000,0","435.0","2.430,0","32.000,0","1.500,0","113.000,0","356.000,0","10.1","20.000,0","1.100,0","47.0","9.0","0.0","29.7","1.4","0.4","6.2","45.0",0,"kokosnoot"
"col",100,"gr","29.22","1.3","5.8","0.1","98.0","61.0","40.0","234.0","212.0","124.0","43.0","0.0","36.600,0","0.0","150.0","76.0","10.700,0","40.000,0","19.0","470.0","12.000,0","160.0","26.000,0","170.000,0","0.3","18.000,0","180.0","92.2","2.5","0.0","0.0","0.0","0.0","3.2","15.0",0,"kool"
"col",100,"gr","36.34","2.5","5.7","0.4","6.668,0","54.0","130.0","742.0","267.0","165.0","166.0","0.0","35.300,0","0.0","2.260,0","510.8","23.200,0","145.000,0","39.0","190.0","9.000,0","276.0","10.000,0","169.000,0","1.3","20.000,0","130.0","90.6","3.6","0.0","0.1","0.0","0.2","0.5","15.0",0,"boerenkool"
"col rizada",100,"gr","59.54","3.3","10.0","0.7","15.376,0","110.0","130.0","1.000,0","91.0","271.0","29.0","0.0","120.000,0","0.0","0.0","817.0","0.0","135.000,0","290.0","1.700,0","34.000,0","774.0","56.000,0","447.000,0","0.9","43.000,0","440.0","84.5","2.0","0.0","0.1","0.1","0.3","0.0","15.0",0,"boerenkool"
"col, rojo",100,"gr","36.64","1.4","7.4","0.2","1.116,0","64.0","69.0","418.0","147.0","209.0","18.0","0.0","57.000,0","0.0","110.0","38.2","17.100,0","45.000,0","17.0","800.0","16.000,0","243.0","30.000,0","243.000,0","0.6","27.000,0","220.0","90.4","2.1","0.0","0.0","0.0","0.1","3.8","15.0",0,"kool, rood"
"coles de Bruselas",100,"gr","52.02","3.4","9.0","0.3","754.0","139.0","90.0","745.0","309.0","219.0","61.0","0.0","85.000,0","0.0","880.0","177.0","19.100,0","42.000,0","70.0","1.400,0","23.000,0","337.0","69.000,0","389.000,0","1.6","25.000,0","420.0","86.0","3.8","0.0","0.1","0.0","0.2","2.2","15.0",0,"spruitjes"
"coliflor",100,"gr","30.08","1.9","5.0","0.3","0.0","50.0","60.0","507.0","667.0","184.0","57.0","0.0","48.200,0","0.0","80.0","15.5","44.300,0","22.000,0","39.0","420.0","15.000,0","155.0","44.000,0","299.000,0","0.6","30.000,0","270.0","92.1","2.0","0.0","0.1","0.0","0.0","1.9","15.0",0,"bloemkool"
"con sabor a chocolate de avellanas propagación",100,"gr","537.85","5.4","62.2","29.7","3.0","85.0","170.0","427.0","357.0","82.0","14.0","0.3","0.0","0.0","4.960,0","1.9","17.600,0","108.000,0","469.0","4.380,0","64.000,0","868.0","152.000,0","407.000,0","3.6","41.000,0","1.060,0","1.1","5.4","0.0","28.4","0.0","0.0","54.1","30.0",0,"chocopasta met hazelnoten"
"cordero, magra",100,"gr","136.98","20.9","0.0","5.9","0.0","130.0","230.0","6.510,0","660.0","170.0","24.0","2.2","0.0","0.0","190.0","0.0","0.0","12.000,0","128.0","1.910,0","27.000,0","24.0","190.000,0","276.000,0","23.6","68.000,0","3.190,0","72.6","0.0","66.0","2.1","2.4","0.5","0.0","0.0",0,"lamsvlees, mager"
